codigo_tribunal,populacao,num_juizes,casos_recebidos,tipo_caso,taxa_crescimento_populacao,taxa_criminalidade,tempo_casos,nivel_automacao,congestionamento,advogados,urbanizacao,nivel_educacao,habitantes_por_juiz,idh,idade_juizes,casos_pendentes
1391D,374877.0,17.0,835.8690274909827,trabalhista,0.7343412221207785,0.3166868261330742,13.0,4.0,medio,9.0,medio,0.3060144209845736,22051.58823529412,0.7460373878459221,57.0,2595.9139710302134
1918D,92712.0,7.0,376.7972155968053,trabalhista,0.1222303846175059,0.4173197846802632,2.0,4.0,alto,90.0,alto,,13244.57142857143,,41.0,1321.7744103186121
,182545.0,13.0,210.42796708072146,criminal,1.0,0.9249218423521308,19.0,8.0,alto,77.0,medio,0.0,14041.923076923076,0.29102815319273545,55.0,613.5200194650301
1148E,228639.0,4.0,836.2668780655631,trabalhista,0.7512532616413563,0.6611173763025888,14.0,9.0,medio,90.0,medio,0.0,57159.75,0.5210597238333954,35.0,2699.8059483969105
5844H,267890.0,4.0,330.739431905168,civil,1.0,0.9246702094668142,5.0,9.0,alto,54.0,medio,0.6043780624437018,66972.5,0.6818845376228693,47.0,1353.8709118000434
1488E,155849.0,6.0,575.6920781958204,civil,0.7914633129038107,0.9341667338415983,10.0,2.0,baixo,1.0,baixo,0.8064171913254172,,0.3527248107353935,43.0,2172.535901015494
2837F,285493.0,19.0,497.8781784505567,criminal,0.0,0.5943064442853552,17.0,0.0,alto,61.0,alto,0.4455526447541083,15025.947368421052,0.5789809147485643,50.0,1735.2258486897076
7522H,109823.0,12.0,503.102864190455,trabalhista,0.4862074478711796,0.701497932827615,20.0,7.0,baixo,73.0,alto,0.29882162254331845,9151.916666666666,0.57433265362379,52.0,1259.8814622325099
5295F,134215.0,7.0,765.2117960985123,criminal,0.32684816603996636,0.2944726627940797,16.0,4.0,medio,31.0,medio,0.8265287726722157,19173.571428571428,0.6987551318180185,49.0,2336.878719859483
9765F,271071.0,10.0,399.1279742646369,criminal,0.9339474309502217,0.7918026031844084,17.0,10.0,baixo,88.0,alto,1.0,27107.1,0.9246702094668142,54.0,987.2128095805506
8387A,62230.0,19.0,680.6742463535257,civil,0.7088425495896173,0.5116405326525686,1.0,4.0,invalido,45.0,medio,0.9197910082991027,3275.2631578947367,0.9983305815392443,49.0,1907.8959016968554
2032E,376717.0,7.0,735.2327706037443,criminal,0.21152653646122166,0.3136787099881295,21.0,7.0,baixo,60.0,baixo,0.1352110675389506,53816.71428571428,0.6619119780548304,,2066.9938151801016
5495G,98876.0,3.0,48.041309477339695,trabalhista,0.6653307566910276,0.5375290472580929,22.0,7.0,medio,22.0,baixo,,32958.666666666664,,44.0,132.10424092864056
8722F,332788.0,13.0,622.4052300497648,civil,0.052481414819952776,0.3155609157410573,15.0,10.0,medio,73.0,baixo,0.6014169908501026,25599.07692307692,0.7591027043170764,60.0,1937.7795620519237
5829D,209736.0,13.0,-49.96040586617369,civil,0.8511705498824316,0.7699611895429685,17.0,1.0,medio,87.0,medio,0.22197141906685058,16133.53846153846,0.24203428930752183,52.0,479.28677671183084
2060D,337347.0,18.0,695.1499055090287,criminal,0.0,0.716778662873568,11.0,2.0,alto,84.0,baixo,0.1419575551124782,18741.5,0.3958076652655366,49.0,2163.70422114998
4514B,358821.0,20.0,596.487056419366,criminal,0.3324420716827098,0.5157240389232844,22.0,9.0,alto,42.0,alto,0.3210369059243189,17941.05,0.3177377108199194,46.0,2328.284982751612
4384G,448641.0,8.0,493.4856106343576,civil,0.6262398319277792,0.9696691249595655,5.0,9.0,alto,85.0,desconhecido,0.37787302173359094,56080.125,0.39685195262431416,35.0,1480.4101205239658
9030B,153246.0,9.0,116.03108267957606,civil,0.5139099130186097,0.5542571489232336,4.0,0.0,baixo,27.0,baixo,0.637744225095118,17027.333333333332,0.523735781460138,47.0,582.4846980250252
9668E,114817.0,7.0,635.4568795722228,trabalhista,0.6952083967645653,0.8011984983731473,21.0,2.0,medio,58.0,baixo,0.0,16402.428571428572,0.28932020833108096,51.0,1803.7231276383027
4899A,99806.0,1.0,745.8354554289099,criminal,0.645022225841883,0.551412772202031,9.0,,medio,5.0,alto,1.0,99806.0,0.8443759146017529,51.0,2252.369975013299
2895H,72814.0,3.0,276.7755216210057,civil,0.3769920777955251,0.4957384447154757,16.0,10.0,alto,17.0,alto,0.19159243677852927,24271.33333333333,0.8125748812628325,41.0,619.3335406961749
7746H,100219.0,13.0,359.71031592333327,trabalhista,0.017917221682195117,0.16562992806320276,12.0,6.0,medio,98.0,medio,0.5721024914905068,7709.153846153846,0.6355542488271829,45.0,1290.9536972679382
1868C,472862.0,17.0,633.0117220690686,civil,0.1279412239904259,0.5025191116605053,18.0,8.0,baixo,73.0,medio,0.7587265145443115,27815.41176470588,1.0,46.0,1669.2949694692518
5212A,69884.0,1.0,208.3480048910169,civil,0.43394786845755423,0.3611471364034745,22.0,4.0,medio,34.0,alto,0.6170599089997896,69884.0,0.6058321469138236,43.0,539.8176362667892
7955A,387489.0,6.0,453.1426346266779,criminal,0.8565219098807381,0.668776702669528,3.0,0.0,medio,10.0,medio,0.6168166833063542,64581.5,0.7620026416440417,49.0,1429.5287292722835
6391H,287134.0,6.0,771.7980170129781,trabalhista,0.13898080493069961,0.4135576193935163,15.0,1.0,baixo,66.0,baixo,0.028896046625294963,47855.66666666666,0.24334968259373702,35.0,2449.889301818303
5640A,392232.0,12.0,737.8261170355705,civil,0.4900926847710158,0.6320431762384204,18.0,9.0,alto,25.0,desconhecido,0.5473039532058943,32686.0,0.5808943824206602,60.0,2374.949411289138
6395D,361466.0,13.0,478.5354576857482,civil,1.0,0.9049807067882842,12.0,1.0,baixo,3.0,baixo,0.28573394748918163,27805.07692307692,0.29953829096669604,56.0,1297.4692344133352
3636E,51650.0,13.0,449.6163906844802,civil,0.8368671747981252,0.6236754949697897,13.0,8.0,medio,34.0,baixo,0.5308228406718697,3973.076923076923,0.7039599200012272,45.0,945.0531346358337
6838H,386386.0,15.0,416.8197303714238,civil,0.12700777781164974,0.09163986396075346,1.0,9.0,medio,71.0,medio,0.4957543894563392,25759.066666666666,0.3920503969028669,39.0,576.466488712606
8695D,432406.0,16.0,443.08153336559036,trabalhista,0.25923438253544184,0.0,4.0,6.0,baixo,28.0,baixo,0.07263019000006737,27025.375,0.27683084272919267,53.0,1065.2002718944104
2678F,330340.0,11.0,808.1378601288286,criminal,0.0,0.12130378119842614,8.0,1.0,alto,9.0,desconhecido,0.3407498960448725,,0.5144421649506027,52.0,2231.398989412246
6905F,200521.0,5.0,229.80962419948327,civil,0.9320780350834373,0.6346959568922257,19.0,0.0,medio,11.0,medio,0.6608098973306301,40104.2,0.7174017825182276,52.0,485.5317649782055
6596G,200733.0,4.0,753.3928572452587,trabalhista,0.8247314493752329,0.5737676529407869,21.0,4.0,medio,93.0,alto,0.5496519022420927,50183.25,0.6798066579093305,52.0,2011.6824554800867
3296B,59709.0,3.0,734.6321355921197,civil,0.10981771447463123,0.1865781130668559,21.0,0.0,alto,16.0,baixo,0.02993957512653833,19903.0,0.2202116951339963,57.0,2346.082517058569
4057B,272037.0,19.0,588.2468119220393,criminal,0.04774808173351087,0.41599811438822876,5.0,8.0,baixo,,baixo,0.12287723759381594,14317.736842105263,0.08957459385183658,54.0,1686.2697879822672
9918G,110428.0,20.0,391.24052537646526,criminal,1.0,0.7450195681440994,11.0,2.0,baixo,93.0,alto,0.852052322320247,5521.4,0.27403102622567976,41.0,1136.5756502543156
6916C,236251.0,18.0,349.19742184355493,,0.6946263198560716,0.6198825426779824,17.0,1.0,baixo,13.0,alto,0.0,13125.055555555557,0.12130378119842614,48.0,815.7069538368291
5165G,39943.0,15.0,447.7845790651099,trabalhista,0.8566434228426851,0.5710648369587853,17.0,5.0,medio,99.0,baixo,1.0,2662.866666666667,0.6686569393505071,60.0,1836.8875479227627
1736E,204312.0,9.0,-54.41738171411802,civil,0.6563620395958729,0.9545368936162252,2.0,2.0,medio,11.0,medio,0.15860766701791174,22701.33333333333,0.24070576176212632,35.0,-242.05986750200051
2695A,468976.0,17.0,528.0334181705243,trabalhista,0.0,0.2447948517602357,1.0,4.0,medio,35.0,baixo,0.3978836338787705,27586.82352941177,0.33061107276892554,60.0,882.7544092305783
2442A,51042.0,14.0,228.20745773708796,trabalhista,0.17637867363849824,0.0,4.0,9.0,baixo,8.0,alto,0.5473143934449679,3645.857142857143,0.6657812702439573,54.0,455.4523052221573
3124E,282842.0,15.0,634.8426611743441,civil,0.0,0.14455328800726222,9.0,7.0,baixo,7.0,alto,0.6485104725230851,18856.13333333333,0.5692748044056419,43.0,1510.0144693184793
5889H,73894.0,1.0,790.1256681463137,civil,0.4264033329389262,0.24752599033309436,2.0,9.0,medio,5.0,medio,0.49424234063566697,73894.0,0.5196905530677801,50.0,1954.0178446387781
7584E,36869.0,3.0,636.5404573544143,civil,0.7665363375874599,0.4030287289269544,3.0,1.0,baixo,6.0,alto,0.1764831844277969,,0.23098471775134125,57.0,2052.429234973095
3289H,484294.0,16.0,561.5069697151381,criminal,0.0713973626540736,0.42823725660027134,6.0,4.0,medio,57.0,baixo,0.42624023447526865,30268.375,0.839475991055923,60.0,2403.026830944216
4484A,348903.0,11.0,459.84371442944087,civil,0.926001008953596,1.0,13.0,10.0,medio,35.0,baixo,0.33048088561413913,31718.454545454544,0.41003529456730525,40.0,1020.8353964746465
3233C,398117.0,12.0,105.09553412053043,trabalhista,0.0,0.058202835457549174,15.0,7.0,invalido,94.0,baixo,0.043362091922262355,33176.416666666664,0.0,41.0,193.62636882406815
2215D,336450.0,10.0,207.6557400728785,criminal,0.6027754152445937,0.5176142185972814,11.0,0.0,baixo,11.0,baixo,0.1001202929658806,33645.0,0.1946134344902025,52.0,391.37079459253255
2489G,400513.0,16.0,796.4757693113218,criminal,0.32154007626386805,0.30370575438119873,10.0,9.0,medio,38.0,alto,0.0,25032.0625,0.03432432386363127,35.0,1744.0618811858349
9263H,216443.0,8.0,383.6886554393279,criminal,0.8838563693754427,0.3090179001889674,3.0,9.0,medio,91.0,medio,1.0,27055.375,0.5197605601332246,70.0,1498.4403233487014
1744F,181990.0,6.0,166.86278989175764,civil,0.24177415230630978,0.6498033141736336,20.0,10.0,alto,85.0,baixo,0.3565940593104276,30331.666666666668,0.5708356049284484,59.0,219.4378307964804
8943C,320523.0,12.0,257.70042084546594,criminal,0.7577971900052768,0.48879823575011005,9.0,3.0,alto,78.0,alto,0.06906364235397323,26710.25,0.8108691023761876,80.0,1006.3382270137614
9607H,412811.0,8.0,420.3781912635684,civil,0.20351971559144433,0.5545845007806312,10.0,4.0,alto,49.0,desconhecido,0.0,51601.375,0.058202835457549174,52.0,1660.9815049225037
8484E,244304.0,4.0,524.0259588995468,civil,0.5376721703840801,0.8327340392799056,21.0,9.0,medio,35.0,medio,0.052789684024974554,61076.0,0.24262135298747184,52.0,1539.9804743048462
8651B,426178.0,8.0,219.70057219101494,trabalhista,0.36805626839869826,0.459963199270153,23.0,,baixo,29.0,medio,0.8262270122820082,,0.5560492223902688,53.0,346.808852733855
4041G,174923.0,18.0,422.7902407732704,civil,0.1806195255689304,0.17944785355833867,23.0,2.0,medio,88.0,baixo,0.8701399437049957,9717.944444444443,0.30215968735374393,47.0,444.6924650485528
8774E,409770.0,5.0,,civil,0.4392454703932637,0.0,12.0,1.0,medio,41.0,medio,1.0,81954.0,1.0,53.0,
7313E,468963.0,9.0,813.9879820734519,criminal,0.9827429562391016,0.9233225616758416,8.0,2.0,alto,96.0,medio,0.24264886360041635,52107.0,0.23122407254767982,37.0,2643.890571554792
6214D,417324.0,4.0,349.61411900292103,civil,0.812347558913488,1.0,21.0,10.0,baixo,6.0,desconhecido,0.16583789471453744,104331.0,0.5357435903421778,54.0,1695.864010412908
4908H,344493.0,17.0,634.4373492460633,trabalhista,0.0,0.2098246122324764,21.0,4.0,alto,10.0,alto,0.3738872102209213,20264.29411764706,0.7508415591983263,51.0,1772.0489660869046
8839D,231904.0,9.0,175.16880756783678,criminal,0.0,0.3930214930364209,21.0,6.0,alto,84.0,alto,0.0,25767.11111111111,0.2759350650708039,45.0,669.0386622581417
4074G,86356.0,1.0,,trabalhista,0.09126113796457652,0.26808176575929954,17.0,1.0,baixo,20.0,baixo,0.7177891432974279,86356.0,0.44803266242258755,51.0,
1231F,175817.0,20.0,688.8945988458588,civil,0.4063090705632474,0.381807421673139,22.0,6.0,alto,90.0,medio,1.0,8790.85,0.24821449515249439,46.0,1954.3605917030932
7947C,35730.0,13.0,872.3079879559722,civil,0.579826904009952,0.8972252296502675,5.0,5.0,baixo,85.0,baixo,0.39100099095523483,2748.4615384615386,0.6274515790339084,46.0,2438.903293455189
8725D,437137.0,16.0,593.8195898518397,civil,0.41967690284455683,0.5440698307839112,8.0,6.0,baixo,23.0,alto,0.2558613207870109,27321.0625,0.8566117626629355,54.0,2246.4264360234565
6212B,259502.0,13.0,312.0108270270502,civil,0.240151899369572,0.4227885934003398,18.0,6.0,baixo,46.0,baixo,,19961.69230769231,,50.0,991.3795501235996
2975F,232210.0,14.0,352.0197544573226,criminal,1.0,0.825704365575203,11.0,8.0,baixo,12.0,medio,0.6958284565928108,16586.428571428572,0.5577388405288819,35.0,1064.1282289452986
9122F,49023.0,3.0,825.49575212405,criminal,0.4460942045464752,0.5478041227476745,22.0,6.0,baixo,13.0,baixo,0.3543564558715868,16341.0,0.5701997209722143,54.0,2519.0438047349544
6627F,468565.0,6.0,705.5690373428699,criminal,0.5669903957145662,0.260957882361887,10.0,5.0,medio,74.0,medio,0.9477655937954231,78094.16666666667,0.6963339936747228,47.0,2157.8426427402655
3576E,,18.0,662.9362341845208,trabalhista,0.2893806320618504,0.4107090635436812,15.0,9.0,alto,7.0,medio,0.8537781503905136,8710.888888888889,0.6055419615867721,36.0,1509.0027293104683
8912H,373677.0,19.0,328.3050430063351,civil,0.47119351468847803,0.879354984284898,6.0,7.0,baixo,12.0,medio,0.31552138361189885,19667.21052631579,0.765072469451241,50.0,937.9432502881393
1237E,375430.0,5.0,451.53932508947975,criminal,0.5159315841791456,0.7170210052920546,19.0,6.0,alto,61.0,baixo,0.0,75086.0,0.3342313793616328,41.0,1874.2553156794274
7861E,334123.0,15.0,589.7611001850363,civil,0.0,0.18756276205058453,17.0,5.0,alto,25.0,medio,0.7237198651588852,22274.866666666665,0.6645725762949963,56.0,2011.8661203588315
8956B,52837.0,2.0,22.38569452000735,trabalhista,0.3645452643222791,0.5210626867766914,23.0,3.0,alto,2.0,medio,0.7850479949932331,26418.5,0.7182283630718195,36.0,-97.49877336410111
1381G,438213.0,10.0,326.33118913875194,trabalhista,0.2846203409947156,0.6943716909837083,10.0,6.0,medio,26.0,desconhecido,0.409318734755341,43821.3,0.5294163878521074,52.0,1041.1786493395837
8695D,397119.0,18.0,534.9042957672043,civil,0.0,0.3665246294477743,5.0,7.0,baixo,51.0,baixo,0.29327625243857014,22062.166666666668,0.12410081072388895,51.0,1986.8051680311387
8437C,,13.0,298.04589716687866,trabalhista,0.320093946386035,0.9592458856828141,16.0,7.0,alto,69.0,alto,0.03366009843514679,15854.692307692309,0.2828487967303295,50.0,997.9246356722974
4434G,50923.0,5.0,688.5963379328066,criminal,0.6314088616601508,0.6826789306739317,12.0,3.0,alto,62.0,medio,0.22242565534932895,10184.6,0.7549710546153234,54.0,2818.5873825331146
1673H,38876.0,1.0,243.17801106813585,criminal,0.4597863297443763,0.5787101911069187,21.0,9.0,medio,8.0,baixo,0.0,38876.0,0.45905521320248177,52.0,833.995782970192
8576D,90973.0,1.0,651.9235533535586,criminal,0.17472089292461584,0.17106553805879837,5.0,8.0,alto,42.0,alto,0.3894638737068654,90973.0,0.38229469890401724,55.0,2032.9961994127718
4074G,426103.0,18.0,361.99671172991253,civil,0.6087135818795171,0.27011467342875944,21.0,2.0,baixo,73.0,medio,0.8949520007017463,23672.38888888889,0.786266054966425,54.0,765.5477725844733
8038G,224795.0,15.0,500.3268529424461,civil,0.0,0.5058903009172473,1.0,8.0,alto,39.0,baixo,0.8852605356126366,14986.333333333334,0.9946917882926689,50.0,1003.6173825608399
3504B,334566.0,17.0,150.98434974756788,civil,0.4828972132178682,0.4623381465648978,2.0,2.0,baixo,84.0,medio,0.6861820324722041,19680.352941176472,0.7096156456838764,35.0,765.7885006185746
6444A,263462.0,11.0,256.14109079126706,civil,0.4579881167939237,0.37603766408672135,5.0,6.0,medio,11.0,medio,0.2672987179551884,23951.090909090908,0.9328482714673909,55.0,653.7575823077467
9355G,81413.0,17.0,34.95706549165192,civil,0.2477617481588394,0.5366811759776622,23.0,3.0,medio,64.0,alto,0.15855321425186175,4789.0,0.4462511069697872,39.0,-120.56339499040504
8144B,394628.0,13.0,444.7318821031836,trabalhista,0.56438584043096,0.4594070586930692,19.0,4.0,baixo,86.0,alto,0.14811614810625617,30356.0,0.4228751002878587,49.0,1507.3960991569145
9379A,32841.0,1.0,61.56315091757061,trabalhista,0.8084151387198604,0.8453348918781735,15.0,2.0,baixo,16.0,medio,0.822367660445413,32841.0,0.4948889218191969,47.0,4.510660469095683
7490E,58756.0,2.0,643.8103147832312,criminal,0.0,0.3482144652738559,1.0,1.0,alto,42.0,medio,0.0,29378.0,0.0,39.0,2147.1219281270587
2575D,363720.0,9.0,519.4037083732101,civil,0.0,0.17494709041098616,11.0,7.0,medio,42.0,baixo,0.5130715584160207,40413.333333333336,0.7624260801252577,52.0,1634.532823030414
5113E,40304.0,3.0,670.994235413046,civil,0.9518375249750093,0.8274379566420265,18.0,6.0,medio,10.0,medio,,13434.666666666666,,54.0,1829.4033418556173
5031D,60341.0,1.0,206.95105949340723,civil,0.0,0.004700020122249682,3.0,6.0,medio,25.0,baixo,0.46550752672584655,60341.0,0.4536433033188869,39.0,702.1319697120045
5852D,427974.0,16.0,63.93001881307367,trabalhista,0.8451687837281214,0.8105104955307487,9.0,7.0,alto,19.0,baixo,0.6648647180204994,26748.375,0.4794759647000091,50.0,-247.15991337740445
6093A,440226.0,6.0,702.5147873140093,civil,0.486021140469314,0.4403284777508346,4.0,0.0,baixo,4.0,medio,0.2815921191683604,73371.0,0.5535963614824227,45.0,2243.43351744206
1777G,157039.0,17.0,696.0852437120077,civil,0.0,0.29261869572474275,13.0,7.0,alto,83.0,baixo,0.5964127527094822,9237.588235294115,0.4754205148323304,45.0,1938.2325924102897
3475G,221830.0,,236.76438021907694,civil,0.0,0.5468129100153745,9.0,9.0,baixo,3.0,medio,0.7224598212825674,44366.0,0.802357233159527,56.0,703.221184244345
4449D,192730.0,5.0,107.67572458876842,civil,0.6177012903941609,0.615069431565196,3.0,4.0,baixo,81.0,medio,0.6932392139775725,38546.0,0.694834072262642,57.0,697.246538789367
7819B,210074.0,6.0,417.5120084082167,criminal,0.5864660087397147,0.462308796814231,16.0,7.0,alto,14.0,alto,0.8160602970184547,35012.333333333336,0.5829772389202135,60.0,1265.8642047768235
3238C,31375.0,3.0,451.5555985551324,criminal,0.6725043571610745,0.8335380019753624,22.0,8.0,invalido,10.0,baixo,0.10647339916362704,10458.333333333334,0.40475589373633547,37.0,1162.280484331958
6711C,129485.0,5.0,401.8091360220033,criminal,0.9851209119558264,0.783448975932858,8.0,1.0,baixo,6.0,medio,0.0,25897.0,0.004700020122249682,53.0,1505.3561431582477
5886G,314236.0,5.0,482.47618120404974,criminal,0.8500167996260206,0.9656648217088803,7.0,2.0,medio,31.0,alto,0.8738296955828392,62847.2,0.8248409514581077,44.0,1437.7613235445667
9744F,161562.0,10.0,378.3843563312911,civil,0.3403766466303595,0.3210158575760724,23.0,5.0,medio,31.0,desconhecido,0.15283099250744775,16156.2,0.2737334037699014,36.0,1500.1377018376782
5735H,33729.0,10.0,514.9622982127738,criminal,1.0,0.7404308776025931,17.0,8.0,baixo,48.0,alto,0.03006830813788497,3372.9,0.30765284979368523,59.0,1325.1281960296603
5544D,167046.0,19.0,354.5984007080293,criminal,0.5319916344617497,0.3695487567118144,16.0,9.0,invalido,9.0,medio,0.36531531583592597,8791.894736842105,0.7294705679333375,51.0,978.4415185279776
,148222.0,17.0,286.3001601785728,criminal,1.0,0.5356349529453837,21.0,9.0,alto,76.0,alto,0.6839379446071133,8718.941176470587,0.6481877586716722,37.0,568.2298897571279
2727F,377360.0,14.0,263.64607323616235,criminal,0.38225902992242355,0.523800878818608,22.0,7.0,alto,26.0,medio,0.8197177569166562,26954.285714285717,0.5789346709027018,37.0,398.3906491265624
3118F,113860.0,9.0,732.799104442218,criminal,0.7237233855590703,0.5368682454436768,18.0,5.0,medio,2.0,medio,0.6871064364813816,12651.111111111111,0.8408390416355159,42.0,2251.4043591127484
8580F,288360.0,14.0,326.574106574836,criminal,0.5312081194326563,0.41726157694965904,16.0,4.0,medio,4.0,medio,0.8097223528213819,20597.14285714286,0.6957496963656358,50.0,796.2321487207206
6967C,,1.0,545.775026954493,criminal,0.23547332921722652,0.4449812205579,15.0,2.0,medio,32.0,medio,0.7823263094844588,51398.0,0.9318195766380994,46.0,1418.8113567134753
5092F,326794.0,19.0,321.4852883338716,civil,0.7491917641861596,0.46270599670706364,2.0,3.0,medio,92.0,baixo,1.0,17199.684210526317,0.6508275342608927,56.0,1009.322698925545
5291C,444508.0,13.0,446.3803808216981,civil,0.07497530669118155,0.32129286551012526,20.0,6.0,alto,6.0,alto,0.6137840730468639,34192.92307692308,0.547322914126025,53.0,1025.3063143860702
